essay_id,src,topic
778D4138218D,persuade-only,10
A8BED0503A7D,persuade-only,10
96CD9EF2E8FC,persuade-only,10
6E2EA3B14180,persuade-only,10
D1701A8EEF26,persuade-only,10
4660CE6F0FB5,persuade-only,10
D92FAEE355E1,persuade-only,10
602BF2AD3B3B,persuade-only,10
B70A8CE779BB,persuade-only,10
C0288C918431,persuade-only,10
2C3E3E48A880,persuade-only,10
6089950C03C3,persuade-only,10
620D3774F474,persuade-only,10
05011EB91BCE,persuade-only,10
96EF3E46E165,persuade-only,10
B0A3BDF469F7,persuade-only,10
1EA78F0F8633,persuade-only,10
4EA1D91A526E,persuade-only,10
998C7E979AC6,persuade-only,10
3206079FDA69,persuade-only,10
2568B64DB374,persuade-only,10
D8E8BBA9E966,persuade-only,10
7A084B63F473,persuade-only,10
F3ABEAC1432D,persuade-only,10
640315EA64A3,persuade-only,10
01D04F3DF6CA,persuade-only,10
94208F2B5E80,persuade-only,10
1A243FC51E59,persuade-only,10
EE54292AC2A8,persuade-only,10
4EF93D8D426D,persuade-only,10
DAFE25154516,persuade-only,10
808052FD74DF,persuade-only,10
56977F9F1BC8,persuade-only,10
50F828AEE977,persuade-only,10
C7A8E7FB21EE,persuade-only,10
EB32D8CAEC88,persuade-only,10
6A2DD90BCD04,persuade-only,10
A95DC9851C4A,persuade-only,10
A918A3CC7A0E,persuade-only,10
A61D07193089,persuade-only,10
5ADBB426F7FD,persuade-only,10
1566C25438D4,persuade-only,10
A174612F3F64,persuade-only,10
1E9789CE290E,persuade-only,10
E214E42B939C,persuade-only,10
8E7A674BF659,persuade-only,10
F9BB3636CB6B,persuade-only,10
166CE6EE73AE,persuade-only,10
7A0D5E468AB3,persuade-only,10
297E9F6638BC,persuade-only,10
E2DB73B74268,persuade-only,10
4ADD5B2B4FF8,persuade-only,10
6B32EC069C00,persuade-only,10
03F56A5C191A,persuade-only,10
23A77FF701B3,persuade-only,10
D76B29EEF706,persuade-only,10
ECE9818085EB,persuade-only,10
25C400582197,persuade-only,10
DEFEAAC01F83,persuade-only,10
70269A5240FC,persuade-only,10
1067ADE80412,persuade-only,10
9EE3E7687D4B,persuade-only,10
F264D97DE408,persuade-only,10
D37E97BD69F4,persuade-only,10
617F2F7BF090,persuade-only,10
3410CE477160,persuade-only,10
291D2BC7F86A,persuade-only,10
EE7FBC14426F,persuade-only,10
2ACCA33A2E15,persuade-only,10
FE56E3645667,persuade-only,10
1F4F8D4E1E93,persuade-only,10
00F477C0C28F,persuade-only,10
13F1DF1DB4DE,persuade-only,10
8CAF09D8BEE8,persuade-only,10
D5F6593584F8,persuade-only,10
6ADE59423D69,persuade-only,10
5F4E561AB62A,persuade-only,10
6A78A7225C3F,persuade-only,10
318E29BC6F06,persuade-only,10
57E588F2AE93,persuade-only,10
3EDECE385E2F,persuade-only,10
6AC63FF66486,persuade-only,10
1669F1CC90D9,persuade-only,10
C1F37848EC02,persuade-only,10
310F8AB55A40,persuade-only,10
7480BDC7C131,persuade-only,10
A92B9B2B7418,persuade-only,10
139FC472EA3E,persuade-only,10
987DDD10D32A,persuade-only,10
F206F1A6AB67,persuade-only,10
0DEB291B21FA,persuade-only,10
625B5EA39197,persuade-only,10
095595DDF4AC,persuade-only,10
E7CB6A91A381,persuade-only,10
599AE9FD7B94,persuade-only,10
45A5FD941F4A,persuade-only,10
DC98401E5435,persuade-only,10
27D30B303EEE,persuade-only,10
7BAA5548AC85,persuade-only,10
D4620A5134E7,persuade-only,10
1B65222659D1,persuade-only,10
F8F52BEF7FD9,persuade-only,10
8FD5B5C10AF2,persuade-only,10
3928A3B8A298,persuade-only,10
432ACA3E8971,persuade-only,10
EC6DEED37814,persuade-only,10
255E3A6F95D4,persuade-only,10
9434A2466218,persuade-only,10
ED62619C520F,persuade-only,10
05B414601770,persuade-only,10
B83D6D54324F,persuade-only,10
603DE0BD3A92,persuade-only,10
E5629850DA84,persuade-only,10
E6DEF83C2A61,persuade-only,10
C002A99091B1,persuade-only,10
C7F9CF7196EC,persuade-only,10
497EA11FDF82,persuade-only,10
24B659FCEC04,persuade-only,10
F43203DF6001,persuade-only,10
08584DAB22EB,persuade-only,10
B0FE8DA602E8,persuade-only,10
AA75CB9C552C,persuade-only,10
04D8A1F09465,persuade-only,10
E7C552A90707,persuade-only,10
8EF4E5DEB3D3,persuade-only,10
2D58D03DE536,persuade-only,10
B330C76B790E,persuade-only,10
3DFCB419BA08,persuade-only,10
43AF502C49E6,persuade-only,10
7820048B53C8,persuade-only,10
7B8EC9B78501,persuade-only,10
F8BF09AEDD7B,persuade-only,10
A8694BB95FD6,persuade-only,10
045C51AB37B3,persuade-only,10
73D6F19E24BD,persuade-only,10
6B56C630FFC5,persuade-only,10
341C1F4D29F1,persuade-only,10
8FC654F1B091,persuade-only,10
82EA455D26AA,persuade-only,10
C3B085E2AE8E,persuade-only,10
ABE45B3CCAD9,persuade-only,10
398F0B9690AE,persuade-only,10
3C559F318141,persuade-only,10
D2851DC6AF41,persuade-only,10
C53E390ACF12,persuade-only,10
AEEF884DCBBE,persuade-only,10
45EA1B11A1F7,persuade-only,10
663ECF6AF702,persuade-only,10
5BB44F6FBD2B,persuade-only,10
0C1BFE5E9F69,persuade-only,10
46177223B985,persuade-only,10
0B8F67C0A3A1,persuade-only,10
DE0F442888D2,persuade-only,10
E4CF900A6CB6,persuade-only,10
9647C328B8CA,persuade-only,10
CBACC9B7B6A3,persuade-only,10
6FA5D944A279,persuade-only,10
5D3A82DB2443,persuade-only,10
522A99CEF90C,persuade-only,10
E4C696F6D35D,persuade-only,10
8A6BD40A8B7A,persuade-only,10
3C5624B7BA6E,persuade-only,10
D27006254575,persuade-only,10
FCF9802D7F21,persuade-only,10
42ED793FF2CC,persuade-only,10
985768B59317,persuade-only,10
C4603C43D3A7,persuade-only,10
7C76C8F85EC2,persuade-only,10
931ABBB91FAA,persuade-only,10
96D1653FFBBA,persuade-only,10
27E6F6FD3EB0,persuade-only,10
C5E15819B7D6,persuade-only,10
A54EB2889518,persuade-only,10
8AB95D7C4CA6,persuade-only,10
A8B4C79F9954,persuade-only,10
D232361A935D,persuade-only,10
75BD2CB94662,persuade-only,10
345AB12E9B44,persuade-only,10
522421AC1CDB,persuade-only,10
15DB03CB7A98,persuade-only,10
6BEDE1C49244,persuade-only,10
661B7E9A641F,persuade-only,10
01267F2F5B01,persuade-only,10
F9ADBC6C60CD,persuade-only,10
97AE8EF6D044,persuade-only,10
40F436B62E66,persuade-only,10
6578E97B8E0E,persuade-only,10
2181C567F6B0,persuade-only,10
35B6AC9150EB,persuade-only,10
D752DF2541DD,persuade-only,10
6FA1977F85C4,persuade-only,10
EF96F17720DA,persuade-only,10
5A937340D387,persuade-only,10
17A4A5CB6DCE,persuade-only,10
5E05A71851AD,persuade-only,10
D336CB3A69F1,persuade-only,10
46A177920976,persuade-only,10
AF320373DBAA,persuade-only,10
37075064FA84,persuade-only,10
1EFF8C09C229,persuade-only,10
8F4D8B1065BB,persuade-only,10
96611C3C0042,persuade-only,10
98E848B4CB77,persuade-only,10
628AD453CFD8,persuade-only,10
D39FAAF86C31,persuade-only,10
0242719E9969,persuade-only,10
B8F95A683EEA,persuade-only,10
898C54B54558,persuade-only,10
EF1F075952C8,persuade-only,10
89ECFD2A6D68,persuade-only,10
1CCC679F54A2,persuade-only,10
8BB53C15BE15,persuade-only,10
0045BE2791A2,persuade-only,10
8D69EF890AAA,persuade-only,10
E53EBCEA33C3,persuade-only,10
4BC4DC58DB30,persuade-only,10
E85D65895039,persuade-only,10
20F2A0811902,persuade-only,10
4BDCA46AC00E,persuade-only,10
283EDC22483C,persuade-only,10
6FA1253A087F,persuade-only,10
ADCE0BCD042D,persuade-only,10
F29E589C11F2,persuade-only,10
A867CA244C91,persuade-only,10
0C88519C4C03,persuade-only,10
7693B8DBE1C0,persuade-only,10
7C9A64C54CB7,persuade-only,10
C764B1469FEE,persuade-only,10
D370F48E3AD1,persuade-only,10
73B8CA4B266A,persuade-only,10
A18003975A61,persuade-only,10
087B943BBF9C,persuade-only,10
088C5E1694FB,persuade-only,10
BFBD47C22FB3,persuade-only,10
329C6644B488,persuade-only,10
4A0B12C1D10B,persuade-only,10
649807ACDD9F,persuade-only,10
58EE193B3F7D,persuade-only,10
B17A3A770A17,persuade-only,10
91B88A23A5E4,persuade-only,10
84969F34483A,persuade-only,10
65A67EDDDB58,persuade-only,10
FAAD5938CEF4,persuade-only,10
1853B94F3ED9,persuade-only,10
BF0D14D14F35,persuade-only,10
51AFD7A4F103,persuade-only,10
B64898B85B89,persuade-only,10
8FA7B3E4FC78,persuade-only,10
CE97B1D61822,persuade-only,10
618F39ACC1CE,persuade-only,10
B1589F9F0ADB,persuade-only,10
488C83FBC0D6,persuade-only,10
BD4B01D328B0,persuade-only,10
5725491F64E8,persuade-only,10
06F37AF3F52A,persuade-only,10
08A03F44195D,persuade-only,10
15D68BD247CD,persuade-only,10
A4266A92A0C5,persuade-only,10
E6B964D51793,persuade-only,10
B562D63C7817,persuade-only,10
7FA3E6DDC0B6,persuade-only,10
7B917D36C604,persuade-only,10
B79DB58FFBA0,persuade-only,10
2FD2ECB1B5DC,persuade-only,10
016451AABDF0,persuade-only,10
026DB1116D4D,persuade-only,10
82DC5A71EDBA,persuade-only,10
5DC140B8BCA4,persuade-only,10
D1D5A52C1B67,persuade-only,10
EC2BF10403AF,persuade-only,10
F9692B89FE21,persuade-only,10
A78CEC229621,persuade-only,10
39EB3C6F0683,persuade-only,10
A2671D3C37B6,persuade-only,10
3DFC27F27E29,persuade-only,10
8026F9CF4C95,persuade-only,10
77C4B9C80BCF,persuade-only,10
AF8626974C06,persuade-only,10
D2B5ED1BA62F,persuade-only,10
B1DB05B61A1F,persuade-only,10
20DB11FE439D,persuade-only,10
B15CAAF6DF04,persuade-only,10
C66BE7AC0796,persuade-only,10
CF0311F24BF5,persuade-only,10
D94F8C916402,persuade-only,10
062C24EF834D,persuade-only,10
C266F2FBD7CC,persuade-only,10
B29C1E38F12E,persuade-only,10
8F584A5648B9,persuade-only,10
DE2DAA2A9345,persuade-only,10
38D227AB68A0,persuade-only,10
56BC370EF7C6,persuade-only,10
65447D9FE11E,persuade-only,10
6341B5F6D0D5,persuade-only,10
2F172236E865,persuade-only,10
F1973E9DB4CF,persuade-only,10
A9BFDB854400,persuade-only,10
24122D3D3AED,persuade-only,10
71B477D6D77E,persuade-only,10
548ED77A3B2E,persuade-only,10
F486FF9AED73,persuade-only,10
7F5C09BED8AE,persuade-only,10
7976C6FB117C,persuade-only,10
E864A028109F,persuade-only,10
0FDEE427FD46,persuade-only,10
000E6DE9E817,persuade-only,10
BE06AE84DE6F,persuade-only,10
618C71C6B2BE,persuade-only,10
4BCF412489DF,persuade-only,10
7666D01522A2,persuade-only,10
D395BD24262F,persuade-only,10
71BA75E9C429,persuade-only,10
6A6FFF7E62F3,persuade-only,10
3B8116100309,persuade-only,10
1B5012856219,persuade-only,10
5FF1D599D746,persuade-only,10
0DEA400FB9F8,persuade-only,10
234B430EDAEE,persuade-only,10
45150279591B,persuade-only,10
87F69F495958,persuade-only,10
041FABDBF592,persuade-only,10
E80959E551E1,persuade-only,10
408FD54E3B79,persuade-only,10
9085B526DE3B,persuade-only,10
D1618D180128,persuade-only,10
CC38587E9634,persuade-only,10
7AC3F8284F40,persuade-only,10
B7EDCEA9137B,persuade-only,10
A7A4C0BC2D03,persuade-only,10
C906B982A3F6,persuade-only,10
A6D1E89AB196,persuade-only,10
5B2A66C903D8,persuade-only,10
09035E72A3AE,persuade-only,10
958639EF34B4,persuade-only,10
5B6F224A710F,persuade-only,10
6E7B5C8939F7,persuade-only,10
8586AF2475F3,persuade-only,10
42D1F54DD184,persuade-only,10
2A0589121A2D,persuade-only,10
D4C789D85451,persuade-only,10
A148C659E98B,persuade-only,10
C9D65FBBED8A,persuade-only,10
32CD23AAC462,persuade-only,10
B3318D00CD1B,persuade-only,10
E4DE4FCBFA63,persuade-only,10
6F72C00FFB71,persuade-only,10
C07B7A0A0AF1,persuade-only,10
318A8BEC177F,persuade-only,10
13556F3D510C,persuade-only,10
B211B7A637A9,persuade-only,10
8FF38F8470E2,persuade-only,10
2929DA478E37,persuade-only,10
89822D57FE56,persuade-only,10
042F1ABC1DC7,persuade-only,10
13493E22AB5A,persuade-only,10
D2A1B5672C12,persuade-only,10
A0739A9B454A,persuade-only,10
A889F41FDF94,persuade-only,10
DEB6EF459B10,persuade-only,10
877D7E614694,persuade-only,10
8726B24BA724,persuade-only,10
E8554E8D2925,persuade-only,10
F4DE4C7F2976,persuade-only,10
38D88866ABD9,persuade-only,10
29E116AF432A,persuade-only,10
FE8900F731E7,persuade-only,10
CBF37BFEBF8F,persuade-only,10
2EEA9454E26C,persuade-only,10
F80AD1771E54,persuade-only,10
AB3263A61ECB,persuade-only,10
5818B1EE4923,persuade-only,10
BEA3DD78D206,persuade-only,10
160D4AE46A61,persuade-only,10
32D0A06A0A23,persuade-only,10
6E80360E58BF,persuade-only,10
47650F5F247C,persuade-only,10
D44C2B3C1C9B,persuade-only,10
CBDAC6EED622,persuade-only,10
E3C9B6675588,persuade-only,10
EF29F6D4BBF7,persuade-only,10
CA8A4FFB3340,persuade-only,10
5C75F3C6AE71,persuade-only,10
89EEA7194D7C,persuade-only,10
3C1431342B09,persuade-only,10
1A58E2543D00,persuade-only,10
EB9C5ADE320C,persuade-only,10
BFF95BC69F64,persuade-only,10
4D44F84D6821,persuade-only,10
EC42C3E828E7,persuade-only,10
9CEF76DD7310,persuade-only,10
75D2D889464D,persuade-only,10
7F523261B071,persuade-only,10
D23352487B99,persuade-only,10
82618B162AAC,persuade-only,10
5CFD0AB2D231,persuade-only,10
20D2723ED2DB,persuade-only,10
3671DB5110C0,persuade-only,10
6.78E+11,persuade-only,10
8C1E5AD4174A,persuade-only,10
4E7BE43833F1,persuade-only,10
A8499C6EACA1,persuade-only,10
A31AA1436210,persuade-only,10
F93337F4DB42,persuade-only,10
52F4BE946D52,persuade-only,10
94770265DD47,persuade-only,10
5A5C03C6F19D,persuade-only,10
A44ADBAC8DB1,persuade-only,10
2CAEF7197A17,persuade-only,10
972D4BFA8AD5,persuade-only,10
FD5AF33900D9,persuade-only,10
DB4B78DAADCB,persuade-only,10
1D8D04DBA122,persuade-only,10
2DA62D709DD7,persuade-only,10
BCEF4D5FF6AB,persuade-only,10
F0C80155C06C,persuade-only,10
D37343CEA1EE,persuade-only,10
F18ABB1A8920,persuade-only,10
C7BD62EA392F,persuade-only,10
78312744722D,persuade-only,10
F90BC2493C78,persuade-only,10
33A53CC19E40,persuade-only,10
942D557570C9,persuade-only,10
AD6649397582,persuade-only,10
723E742AD81A,persuade-only,10
31D2C8EF127E,persuade-only,10
DF7E25AEB331,persuade-only,10
A74A54902874,persuade-only,10
4E3D602783EB,persuade-only,10
C70021F6FE17,persuade-only,10
4DBDC14F77BA,persuade-only,10
D99A7BF56928,persuade-only,10
8F13AAF260A1,persuade-only,10
28782BBE3CBA,persuade-only,10
5B9E1E0553AB,persuade-only,10
6415C4D644EE,persuade-only,10
1417CDA8D493,persuade-only,10
01B44DA627B6,persuade-only,10
A79897593A34,persuade-only,10
AE25912B8391,persuade-only,10
94D889A3859B,persuade-only,10
A7E8DA7C1247,persuade-only,10
2FED062E2E88,persuade-only,10
DCF6CF405A9B,persuade-only,10
77230760B85F,persuade-only,10
B2EC537A5265,persuade-only,10
3D071A53EF80,persuade-only,10
7BCA4D717649,persuade-only,10
AD8BBB12682E,persuade-only,10
628019536B7A,persuade-only,10
5F3D6FB9F6A0,persuade-only,10
269BCDCD7A56,persuade-only,10
0F787DD4A61A,persuade-only,10
B53910E9E75D,persuade-only,10
590F70DF6614,persuade-only,10
EA799C43B004,persuade-only,10
FC01486A3507,persuade-only,10
7EA35A78AEF8,persuade-only,10
38E5CA5C3B95,persuade-only,10
7EA90813B62A,persuade-only,10
33679BAB1D36,persuade-only,10
4605F8B93BFF,persuade-only,10
94C129CC0A2E,persuade-only,10
5223640D0D11,persuade-only,10
56489993A8DC,persuade-only,10
F497B058DEB9,persuade-only,10
7301B174090E,persuade-only,10
E3BA4F414829,persuade-only,10
F3645924B5B5,persuade-only,10
2FDE1544FD26,persuade-only,10
9BD577FF5D3C,persuade-only,10
BA5F00503DBF,persuade-only,10
320C8882B73C,persuade-only,10
D0AAEE68941A,persuade-only,10
D4AA8EC389C6,persuade-only,10
85EB8DC94BD0,persuade-only,10
4819FB3ED5E8,persuade-only,10
309BE8E1DCF1,persuade-only,10
A40FA9C91524,persuade-only,10
8EFDE74335BD,persuade-only,10
D3C4B340AB3F,persuade-only,10
3DBBEBD828B5,persuade-only,10
F77AA450FA77,persuade-only,10
3B3A47EA684D,persuade-only,10
F05C1028E3E9,persuade-only,10
9ABD5B7DD107,persuade-only,10
016A403802E8,persuade-only,10
4BD9A9FE0FA4,persuade-only,10
0AE4F7182044,persuade-only,10
69545D179252,persuade-only,10
8296F0F59F3D,persuade-only,10
77A9AECC5F0D,persuade-only,10
8644441AB019,persuade-only,10
9A1B0F37C3CD,persuade-only,10
6661064715FA,persuade-only,10
8B81ECA8E78D,persuade-only,10
FDFC2042EAF8,persuade-only,10
7309980B7A6F,persuade-only,10
523DC90B340F,persuade-only,10
DDE62E929C6B,persuade-only,10
EB063AA76EB8,persuade-only,10
57A892269E96,persuade-only,10
F173E4A2271E,persuade-only,10
9229E9E6F30D,persuade-only,10
D127164A73CF,persuade-only,10
D4BB02CCC116,persuade-only,10
826C0231C0BE,persuade-only,10
6D027100AAF3,persuade-only,10
D955E21FF1A0,persuade-only,10
B356D7FBA362,persuade-only,10
08479124D1C4,persuade-only,10
D12A8B3D1C11,persuade-only,10
4B55DB8974B1,persuade-only,10
971D0C1C75F0,persuade-only,10
784C7AB308C6,persuade-only,10
37C3C036AC0F,persuade-only,10
0257D9E42247,persuade-only,10
1295E8C0327F,persuade-only,10
CF064F43334D,persuade-only,10
505DBCB27320,persuade-only,10
E2E3B94DAE4C,persuade-only,10
A19416C96885,persuade-only,10
155918C91905,persuade-only,10
F3222AB6C1AD,persuade-only,10
8B05C662379D,persuade-only,10
AB20C40854C1,persuade-only,10
F2E12C08A78E,persuade-only,10
34BABC0E3795,persuade-only,10
5FD82A1B4A55,persuade-only,10
0147365CB20D,persuade-only,10
0802AEA16E9F,persuade-only,10
B3815FC262CC,persuade-only,10
D03FBD778280,persuade-only,10
754AA308D69B,persuade-only,10
2C4CF1EF39A2,persuade-only,10
487A91198C6E,persuade-only,10
B72812E8C21F,persuade-only,10
490C899F285D,persuade-only,10
E8C3CD780A55,persuade-only,10
3B55EC92FAAF,persuade-only,10
536F6375C0F1,persuade-only,10
419FDC37495B,persuade-only,10
9281F68924D1,persuade-only,10
F99C7F4BC23A,persuade-only,10
2D28CE622B8E,persuade-only,10
67E4BDF7BC1B,persuade-only,10
D268BAAFD698,persuade-only,10
D004E26954B5,persuade-only,10
C381020269C2,persuade-only,10
5FE5DA09149F,persuade-only,10
E8A04869CFD0,persuade-only,10
CAB6B814A374,persuade-only,10
E125A0E0FD41,persuade-only,10
54BB8F3AF22B,persuade-only,10
15F52C3B4580,persuade-only,10
8DFCC03C34D8,persuade-only,10
0A3818A64CF5,persuade-only,10
068F206FE4F8,persuade-only,10
151645FFA225,persuade-only,10
4231D38F38CA,persuade-only,10
2388E2CAC922,persuade-only,10
0BE6935B5A54,persuade-only,10
A98FC0B6F0FA,persuade-only,10
8BE78B7C2ABB,persuade-only,10
DC1DF3697B5B,persuade-only,10
B9683F7A95FC,persuade-only,10
E808AD021E0C,persuade-only,10
B54BD310F2E7,persuade-only,10
FA4200AB1CBC,persuade-only,10
826100BD96F9,persuade-only,10
293FDE512821,persuade-only,10
AB1F3BA8AED2,persuade-only,10
B9651FC740C7,persuade-only,10
930F6F0E29D5,persuade-only,10
8248E7E6E2A0,persuade-only,10
635BE73842BB,persuade-only,10
7F4479488C31,persuade-only,10
3C870B534788,persuade-only,10
07E3AD494BC0,persuade-only,10
D95DB718C0A4,persuade-only,10
0B7832DC2556,persuade-only,10
C4ADC447BAD8,persuade-only,10
16255EBBB49B,persuade-only,10
553A7F2CFA9E,persuade-only,10
BDB04C58DD28,persuade-only,10
3862E2B8AD54,persuade-only,10
B51FB7EF1F85,persuade-only,10
86A24627502D,persuade-only,10
9.55E+11,persuade-only,10
D7240B7F063A,persuade-only,10
ACB2761CF6BF,persuade-only,10
03CD4C5553A4,persuade-only,10
8FE49A2999D0,persuade-only,10
29A05955A444,persuade-only,10
DFC217C4144E,persuade-only,10
5D7699670F94,persuade-only,10
0CB7BE27C466,persuade-only,10
A572EAD5ADED,persuade-only,10
E10E42DFDA2B,persuade-only,10
1DFC980DF01B,persuade-only,10
5E8943E437AC,persuade-only,10
1C715455970B,persuade-only,10
674CA6631291,persuade-only,10
FEB96AAC45DB,persuade-only,10
27132DEB3498,persuade-only,10
FFABA4957A3F,persuade-only,10
5023E21F6A84,persuade-only,10
1D91A956FD79,persuade-only,10
E5EF52219F63,persuade-only,10
FE1C2CA9661F,persuade-only,10
1F8012FFBEBE,persuade-only,10
05E4FBBF2E50,persuade-only,10
672CD0AEEA90,persuade-only,10
D870D44CC2A9,persuade-only,10
9019F9FEA638,persuade-only,10
1CAEAE4A474A,persuade-only,10
4316B5E2B308,persuade-only,10
617350A70F78,persuade-only,10
F362313AF4DE,persuade-only,10
0CE2B34B05CB,persuade-only,10
E2D4914989F4,persuade-only,10
46E9F045643C,persuade-only,10
0FE8DC0B8513,persuade-only,10
A21E049EC383,persuade-only,10
B11D35EE7B0F,persuade-only,10
A7A7B0BBA529,persuade-only,10
084B9E2AD4AC,persuade-only,10
989D4920EB7B,persuade-only,10
8812C76524F0,persuade-only,10
B8066E8A285A,persuade-only,10
7309B62216DC,persuade-only,10
9E8925504E49,persuade-only,10
EB49C042DB20,persuade-only,10
87C4CE3E96BE,persuade-only,10
87DC9D17D46E,persuade-only,10
C86A3BBC881C,persuade-only,10
849911F5126B,persuade-only,10
5435CA799064,persuade-only,10
F7F709ACC532,persuade-only,10
0B1CD576E3E9,persuade-only,10
0C1372F878A8,persuade-only,10
53CF7CA4FF9B,persuade-only,10
833696A5748C,persuade-only,10
FAB2A6A368E5,persuade-only,10
AB7C37512445,persuade-only,10
32CDDF4AA80D,persuade-only,10
7BEBFFA40896,persuade-only,10
9828D07FD2C9,persuade-only,10
FABC5DD649FD,persuade-only,10
1C961BCC0E95,persuade-only,10
5F7773622C17,persuade-only,10
AADCE1E62CE7,persuade-only,10
038480498E5A,persuade-only,10
B6F445EE304C,persuade-only,10
72D8B5600A8F,persuade-only,10
0679BAADD10C,persuade-only,10
4C9494B6DD95,persuade-only,10
C6F50F41B977,persuade-only,10
D6561FF31782,persuade-only,10
70CD4162725C,persuade-only,10
81B3D4471958,persuade-only,10
2ECCE525D35D,persuade-only,10
BCB916A9A9F3,persuade-only,10
3A09C844E429,persuade-only,10
94728AA2B9D6,persuade-only,10
BDCAC1A891BE,persuade-only,10
7AE9C2E0846E,persuade-only,10
3F1C215FB2D9,persuade-only,10
17D80502253D,persuade-only,10
09C0C3EFC66E,persuade-only,10
A0C48135C403,persuade-only,10
17A4F48BD589,persuade-only,10
D3AFCB51AA40,persuade-only,10
BEA1BEB4D331,persuade-only,10
A817A13D651B,persuade-only,10
AC8FB147E095,persuade-only,10
896B223BF708,persuade-only,10
A9007878D94D,persuade-only,10
C0B2450C6EFC,persuade-only,10
C1E9FCAC406D,persuade-only,10
071FB27E532B,persuade-only,10
5A7EE12D0893,persuade-only,10
8CFD338AFB98,persuade-only,10
F2FA27A84BE6,persuade-only,10
AA0C42595227,persuade-only,10
05C19B6DF445,persuade-only,10
0F3877B7D800,persuade-only,10
B4EB26957632,persuade-only,10
50247922908C,persuade-only,10
025453135C64,persuade-only,10
3AF207431A35,persuade-only,10
639AB094CEB1,persuade-only,10
722AB94D10BD,persuade-only,10
198ECA5E2E5A,persuade-only,10
2BBF809305C6,persuade-only,10
17FE6E535BC3,persuade-only,10
0504EEB01AD9,persuade-only,10
80FCBE64AC16,persuade-only,10
FF8AC9C34B6D,persuade-only,10
8.97E+16,persuade-only,10
BAB0E8E2AE82,persuade-only,10
F5A232FFBCCC,persuade-only,10
1B7A049ADE47,persuade-only,10
4336E25D1D6C,persuade-only,10
FAF866755DFA,persuade-only,10
E0BC31D75246,persuade-only,10
53FB958D0310,persuade-only,10
B5DF4C1B3866,persuade-only,10
B083BE6F3E72,persuade-only,10
693B87BAB53F,persuade-only,10
0891D4A76005,persuade-only,10
220E202448F4,persuade-only,10
4F5A0012432A,persuade-only,10
0B14040A5B27,persuade-only,10
4C0F81CD1EF1,persuade-only,10
968F5DDB7890,persuade-only,10
300B76F37D8E,persuade-only,10
B555B3937F07,persuade-only,10
0AF80C04491F,persuade-only,10
C20B43E2E9AC,persuade-only,10
8711A8190E5D,persuade-only,10
B74852381DC0,persuade-only,10
0029F4D19C3F,persuade-only,10
65799645548A,persuade-only,10
82894F0260CF,persuade-only,10
3B1BB6384D7C,persuade-only,10
BEEC3F8E676F,persuade-only,10
87B9974CE965,persuade-only,10
55ABBABE4AA6,persuade-only,10
56D7340B7056,persuade-only,10
ECBF33747F9F,persuade-only,10
E7988483480F,persuade-only,10
A29350919975,persuade-only,10
5BD8BEC4B87E,persuade-only,10
800D1BAA86C4,persuade-only,10
B6666AE07D46,persuade-only,10
FA211B13B80F,persuade-only,10
7570F7DF9C98,persuade-only,10
D840AC3957E5,persuade-only,10
D549B7685CBB,persuade-only,10
7CA2BA44B1A6,persuade-only,10
CB3749354CBE,persuade-only,10
F95EAFC4F1F0,persuade-only,10
59838705785F,persuade-only,10
EA7CFD7E6789,persuade-only,10
DA256CE59165,persuade-only,10
46E2CA801FCF,persuade-only,10
EFE6BB94073F,persuade-only,10
1BBCEF0C1832,persuade-only,10
24B130898C0A,persuade-only,10
DE74EE90011B,persuade-only,10
C4D39AEFAA87,persuade-only,10
18A9E56DA884,persuade-only,10
10E73EB00BA8,persuade-only,10
464612D779B3,persuade-only,10
C7ECAA52573D,persuade-only,10
26F783EC8DF5,persuade-only,10
3CF26DBFD304,persuade-only,10
48CCDC664931,persuade-only,10
0A2A6855DE4F,persuade-only,10
7EE30A511B75,persuade-only,10
FD1869C76891,persuade-only,10
9F39D910B991,persuade-only,10
69E7D8C23897,persuade-only,10
6B864230D83E,persuade-only,10
9F44BE9A9EDF,persuade-only,10
12AAF9C7C266,persuade-only,10
551CE8C1C767,persuade-only,10
8CFFE7AE6128,persuade-only,10
076D21D61C04,persuade-only,10
262D4488693E,persuade-only,10
3364D48B3E73,persuade-only,10
65871B0D00E9,persuade-only,10
944FCD948396,persuade-only,10
61722DC84881,persuade-only,10
F79E7650B5B1,persuade-only,10
54177B4F0399,persuade-only,10
CCB5654799E0,persuade-only,10
CB601F313149,persuade-only,10
D08E02A84446,persuade-only,10
C3F618ABA73C,persuade-only,10
983ADDED7114,persuade-only,10
344D9A0422E6,persuade-only,10
0BC016A285DC,persuade-only,10
FD3D8B9ADF30,persuade-only,10
D88577FFCDB2,persuade-only,10
F8ECBEE8609E,persuade-only,10
4EBD10D304A9,persuade-only,10
619FCB9DAC94,persuade-only,10
D88B4501DA8E,persuade-only,10
3ADF4890A470,persuade-only,10
A971D98DD17A,persuade-only,10
6910A7FECEEA,persuade-only,10
FADC153B3843,persuade-only,10
08D8F3EF3B08,persuade-only,10
173C9B92AEB0,persuade-only,10
B462DD2E5524,persuade-only,10
4ADE83D804BA,persuade-only,10
2104D2D71F9F,persuade-only,10
842FD7CFFDDB,persuade-only,10
D5D8E7DFCF5B,persuade-only,10
7E026B760EA0,persuade-only,10
2372C99019C2,persuade-only,10
C95E8958D4A0,persuade-only,10
